Symbol	Timeframe	ObsTime	RefTop	RefBot	Range	RefDir	Ext	RetracePips	RetracePct	Type	SeqType	InsideCount	LookaheadUsed	GapSize	HighMomentum	SameDirSupport	NearestFibPct	NearestFibDistPct	ValidSetup	InvalidReason	Volume	Spread_pips
NZDUSD	H4	2025-01-03T20:00:00	0.56125	0.55921	0.00204	Bull	0.56030	95.0	46.5686	Retracement	Single	0	1	0.00000	0	true	50.00	3.4314	true		5700	125.00
NZDUSD	H4	2025-01-03T16:00:00	0.56080	0.55970	0.00110	Bull	0.55921	159.0	144.5455	Extension	Engulf	0	1	0.00000	0	true	100.00	44.5455	true		12377	125.00
NZDUSD	H4	2025-01-03T04:00:00	0.56066	0.55865	0.00201	Bull	0.55983	83.0	41.2935	Retracement	Single	0	1	0.00000	0	true	38.20	3.0935	true		4886	125.00
NZDUSD	H4	2025-01-03T00:00:00	0.55957	0.55857	0.00100	Bull	0.55865	92.0	92.0000	Retracement	Single	0	1	0.00000	0	true	100.00	8.0000	true		4234	125.00
NZDUSD	H4	2025-01-02T16:00:00	0.56204	0.56009	0.00195	Bear	0.56149	140.0	71.7949	Retracement	Single	0	1	0.00000	0	true	78.60	6.8051	true		18455	125.00
NZDUSD	H4	2024-12-31T16:00:00	0.56281	0.56018	0.00263	Bear	0.56117	99.0	37.6426	Retracement	Single	0	1	0.00000	0	true	38.20	0.5574	true		17723	125.00
NZDUSD	H4	2024-12-30T12:00:00	0.56625	0.56454	0.00171	Bear	0.56633	179.0	104.6784	Extension	Engulf	0	1	0.00000	0	true	100.00	4.6784	true		8911	125.00
NZDUSD	H4	2024-12-30T04:00:00	0.56455	0.56205	0.00250	Bull	0.56403	52.0	20.8000	Retracement	Single	0	1	0.00000	0	true	23.60	2.8000	true		4338	125.00
NZDUSD	H4	2024-12-30T00:00:00	0.56368	0.56246	0.00122	Bull	0.56205	163.0	133.6066	Extension	Engulf	0	1	0.00000	0	true	100.00	33.6066	true		3496	125.00
NZDUSD	H4	2024-12-27T12:00:00	0.56359	0.56173	0.00186	Bull	0.56226	133.0	71.5054	Retracement	Single	0	1	0.00000	0	true	78.60	7.0946	true		9290	125.00
NZDUSD	H4	2024-12-27T04:00:00	0.56296	0.56185	0.00111	Bear	0.56232	47.0	42.3423	Retracement	Single	0	1	0.00000	0	true	38.20	4.1423	true		4645	125.00
NZDUSD	H4	2024-12-27T00:00:00	0.56329	0.56199	0.00130	Bear	0.56296	97.0	74.6154	Retracement	Single	0	1	0.00000	0	true	78.60	3.9846	true		4601	125.00
NZDUSD	H4	2024-12-26T20:00:00	0.56333	0.56205	0.00128	Bear	0.56329	124.0	96.8750	Retracement	Single	0	1	0.00000	0	true	100.00	3.1250	true		11448	125.00
NZDUSD	H4	2024-12-26T16:00:00	0.56403	0.56293	0.00110	Bear	0.56333	40.0	36.3636	Retracement	Single	0	1	0.00000	0	true	38.20	1.8364	true		9950	125.00
NZDUSD	H4	2024-12-26T12:00:00	0.56461	0.56325	0.00136	Bear	0.56403	78.0	57.3529	Retracement	Single	0	1	0.00000	0	true	61.80	4.4471	true		8617	125.00
NZDUSD	H4	2024-12-26T08:00:00	0.56585	0.56452	0.00133	Bear	0.56461	9.0	6.7669	Retracement	Single	0	1	0.00000	0	true	23.60	16.8331	true		7301	125.00
NZDUSD	H4	2024-12-26T00:00:00	0.56566	0.56321	0.00245	Bull	0.56311	255.0	104.0816	Extension	Single	0	1	0.00000	0	true	100.00	4.0816	true		10835	125.00
NZDUSD	H4	2024-12-23T20:00:00	0.56505	0.56308	0.00197	Bull	0.56454	51.0	25.8883	Retracement	Single	0	1	0.00000	0	true	23.60	2.2883	true		5427	125.00
NZDUSD	H4	2024-12-23T12:00:00	0.56600	0.56438	0.00162	Bear	0.56573	135.0	83.3333	Retracement	Single	0	1	0.00000	0	true	78.60	4.7333	true		7665	125.00
NZDUSD	H4	2024-12-23T04:00:00	0.56562	0.56390	0.00172	Bull	0.56498	64.0	37.2093	Retracement	Single	0	1	0.00000	0	true	38.20	0.9907	true		5204	125.00
NZDUSD	H4	2024-12-20T16:00:00	0.56487	0.56263	0.00224	Bull	0.56321	166.0	74.1071	Retracement	Single	0	1	0.00000	0	true	78.60	4.4929	true		20035	125.00
NZDUSD	H4	2024-12-20T12:00:00	0.56450	0.56193	0.00257	Bull	0.56263	187.0	72.7626	Retracement	Single	0	1	0.00000	0	true	78.60	5.8374	true		11813	125.00
NZDUSD	H4	2024-12-19T20:00:00	0.56612	0.56390	0.00222	Bear	0.56451	61.0	27.4775	Retracement	Single	0	1	0.00000	0	true	23.60	3.8775	true		7397	125.00
NZDUSD	H4	2024-12-19T08:00:00	0.56308	0.56176	0.00132	Bull	0.56208	100.0	75.7576	Retracement	Single	0	1	0.00000	0	true	78.60	2.8424	true		13156	125.00
NZDUSD	H4	2024-12-19T04:00:00	0.56334	0.56069	0.00265	Bull	0.56176	158.0	59.6226	Retracement	Inside	1	2	0.00000	0	true	61.80	2.1774	true		8152	125.00
NZDUSD	H4	2024-12-18T20:00:00	0.57362	0.57146	0.00216	Bear	0.57236	90.0	41.6667	Retracement	Single	0	1	0.00000	0	true	38.20	3.4667	true		22869	125.00
NZDUSD	H4	2024-12-18T08:00:00	0.57509	0.57298	0.00211	Bear	0.57467	169.0	80.0948	Retracement	Single	0	1	0.00000	0	true	78.60	1.4948	true		8149	125.00
NZDUSD	H4	2024-12-18T04:00:00	0.57576	0.57451	0.00125	Bear	0.57509	58.0	46.4000	Retracement	Single	0	1	0.00000	0	true	50.00	3.6000	true		5746	125.00
NZDUSD	H4	2024-12-18T00:00:00	0.57609	0.57488	0.00121	Bear	0.57576	88.0	72.7273	Retracement	Single	0	1	0.00000	0	true	78.60	5.8727	true		4925	125.00
NZDUSD	H4	2024-12-17T20:00:00	0.57669	0.57505	0.00164	Bear	0.57609	104.0	63.4146	Retracement	Single	0	1	0.00000	0	true	61.80	1.6146	true		4282	125.00
NZDUSD	H4	2024-12-17T08:00:00	0.57809	0.57627	0.00182	Bear	0.57684	57.0	31.3187	Retracement	Single	0	1	0.00000	0	true	38.20	6.8813	true		8359	125.00
NZDUSD	H4	2024-12-17T00:00:00	0.57830	0.57743	0.00087	Bull	0.57713	117.0	134.4828	Extension	Engulf	0	1	0.00000	0	true	100.00	34.4828	true		4950	125.00
NZDUSD	H4	2024-12-16T20:00:00	0.57848	0.57579	0.00269	Bull	0.57713	135.0	50.1859	Retracement	Inside	1	2	0.00000	0	true	50.00	0.1859	true		3917	125.00
NZDUSD	H4	2024-12-16T12:00:00	0.57852	0.57733	0.00119	Bear	0.57752	19.0	15.9664	Retracement	Single	0	1	0.00000	0	true	23.60	7.6336	true		7492	125.00
NZDUSD	H4	2024-12-16T04:00:00	0.57741	0.57514	0.00227	Bull	0.57689	52.0	22.9075	Retracement	Single	0	1	0.00000	0	true	23.60	0.6925	true		6714	125.00
NZDUSD	H4	2024-12-13T00:00:00	0.57834	0.57613	0.00221	Bear	0.57709	96.0	43.4389	Retracement	Single	0	1	0.00000	0	true	38.20	5.2389	true		7126	125.00
NZDUSD	H4	2024-12-12T20:00:00	0.58009	0.57700	0.00309	Bear	0.57834	134.0	43.3657	Retracement	Single	0	1	0.00000	0	true	38.20	5.1657	true		7725	125.00
NZDUSD	H4	2024-12-12T16:00:00	0.58103	0.57842	0.00261	Bear	0.58009	167.0	63.9847	Retracement	Single	0	1	0.00000	0	true	61.80	2.1847	true		21344	125.00
